Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.61,0.3832250467240481
100% Corpus,9,0.31,0.9099999999999999,0.4544219780581138
100% Corpus,9,0.31,symmetric,0.4052262850740844
100% Corpus,9,0.61,0.01,0.41943311966985536
100% Corpus,9,0.61,0.31,0.4105330778118305
100% Corpus,9,0.61,0.61,0.36063779133300394
100% Corpus,9,0.61,0.9099999999999999,0.3847334537441425
100% Corpus,9,0.61,symmetric,0.3965567165172761
100% Corpus,9,0.9099999999999999,0.01,0.43742617787896454
100% Corpus,9,0.9099999999999999,0.31,0.38833726144990444
100% Corpus,9,0.9099999999999999,0.61,0.3741558413196046
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4883825517845414
100% Corpus,9,0.9099999999999999,symmetric,0.3815452609693034
100% Corpus,9,symmetric,0.01,0.38301647748398415
100% Corpus,9,symmetric,0.31,0.4010030143636877
100% Corpus,9,symmetric,0.61,0.32640248285428825
100% Corpus,9,symmetric,0.9099999999999999,0.393696636732918
100% Corpus,9,symmetric,symmetric,0.38883191835398345
100% Corpus,9,asymmetric,0.01,0.31607962432334596
100% Corpus,9,asymmetric,0.31,0.4196804664482867
100% Corpus,9,asymmetric,0.61,0.4084540512631228
100% Corpus,9,asymmetric,0.9099999999999999,0.3743688001456814
100% Corpus,9,asymmetric,symmetric,0.4248661453876449
100% Corpus,10,0.01,0.01,0.3877171413101146
100% Corpus,10,0.01,0.31,0.3538216936934234
100% Corpus,10,0.01,0.61,0.3309722994924715
100% Corpus,10,0.01,0.9099999999999999,0.36959666298825067
100% Corpus,10,0.01,symmetric,0.390626403253474
100% Corpus,10,0.31,0.01,0.4400121873245576
100% Corpus,10,0.31,0.31,0.4323237557077211
100% Corpus,10,0.31,0.61,0.4099652244684826
100% Corpus,10,0.31,0.9099999999999999,0.39709543671001096
100% Corpus,10,0.31,symmetric,0.3964337430467967
100% Corpus,10,0.61,0.01,0.4631327910614201
100% Corpus,10,0.61,0.31,0.39433718392503353
100% Corpus,10,0.61,0.61,0.3370826468881326
100% Corpus,10,0.61,0.9099999999999999,0.44494636239752194
100% Corpus,10,0.61,symmetric,0.4049516774644851
100% Corpus,10,0.9099999999999999,0.01,0.4752797910609564
100% Corpus,10,0.9099999999999999,0.31,0.3998850460598552
100% Corpus,10,0.9099999999999999,0.61,0.404312795551354
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5644422348898557
100% Corpus,10,0.9099999999999999,symmetric,0.41022703786243564
100% Corpus,10,symmetric,0.01,0.3929126106316251
100% Corpus,10,symmetric,0.31,0.3912408587358418
100% Corpus,10,symmetric,0.61,0.3622188995521016
100% Corpus,10,symmetric,0.9099999999999999,0.3487850178406881
100% Corpus,10,symmetric,symmetric,0.38940107279727865
100% Corpus,10,asymmetric,0.01,0.3542487633410826
100% Corpus,10,asymmetric,0.31,0.41827350697181
100% Corpus,10,asymmetric,0.61,0.4053515385037933
100% Corpus,10,asymmetric,0.9099999999999999,0.388209199902949
100% Corpus,10,asymmetric,symmetric,0.4002532909091654
